ref;ano;artigo
260;2010;dos Reis, I. C., Honório, N. A., Codeço, C. T., Magalhães, M. de A. F. M., Lourenço-de-Oliveira, R., & Barcellos, C. (2010). Relevance of differentiating between residential and non-residential premises for surveillance and control of Aedes aegypti in Rio de Janeiro, Brazil. Acta Tropica, 114(1), 37–43. https://doi.org/10.1016/j.actatropica.2010.01.001
261;1997;Macoris, M. L. G., Mazine, C. A. B., Andrighetti, M. T. M., Yasumaro, S., Silva, M. E., Nelson, M. J., & Winch, P. J. (1997). Factors favoring houseplant container infestation with Aedes aegypti larvae in Marilia, Sao Paulo, Brazil. Revista Panamericana de Salud Publica/Pan American Journal of Public Health, 1(4), 280–286. https://doi.org/10.1590/S1020-49891997000400004
262;2008;Laporta, G. Z., Crivelaro, T. B., Vicentin, E. C., Amaro, P., Branquinho, M. S., & Sallum, M. A. M. (2008). Culex nigripalpus Theobald (Diptera, Culicidae) feeding habit at the Parque Ecológico do Tietê, São Paulo, Brazil. Revista Brasileira de Entomologia, 52(4), 663–668. https://doi.org/10.1590/S0085-56262008000400019
263;2010;Martins, V. E. P., Alencar, C. H. M. de, Facó, P. E. G., Dutra, R. F., Alves, C. R., Pontes, R. J. S., & Guedes, M. I. F. (2010). Distribuição espacial e características dos criadouros de Aedes albopictus e Aedes aegypti em Fortaleza, Estado do Ceará. Revista Da Sociedade Brasileira de Medicina Tropical, 43(1), 73–77. https://doi.org/10.1590/s0037-86822010000100016
264;2002;Pinheiro, V. C. S., & Tadei, W. P. (2002). Frequency, diversity, and productivity study on the Aedes aegypti most preferred containers in the City of Manaus, Amazonas, Brazil. Revista Do Instituto de Medicina Tropical de Sao Paulo, 44(5), 245–250. https://doi.org/10.1590/S0036-46652002000500002
265;2006;Martins, V. E. P., Martins, M. G., Araújo, J. M. P. de, Silva, L. O. R., Monteiro, H. A. de O., Castro, F. C., Vasconcelos, P. F. da C., & Guedes, M. I. F. (2006). Primeiro registro de Aedes (Stegomyia) albopictus no Estado do Ceará, Brasil. Revista de Saúde Pública, 40(4), 737–739.
266;2007;Maciel-de-Freitas, R., Marques, W. A., Peres, R. C., Cunha, S. P., & De Oliveira, R. L. (2007). Variation in Aedes aegypti (Diptera: Culicidae) container productivity in a slum and a suburban district of Rio de Janeiro during dry and wet seasons. Memorias Do Instituto Oswaldo Cruz, 102(4), 489–496. https://doi.org/10.1590/S0074-02762007005000056
267;2012;De Paula, M. B., De Castro Gomes, A., Natal, D., Duarte, A. M. R. D. C., & Mucci, L. F. (2012). Effects of artificial flooding for hydroelectric development on the population of Mansonia humeralis (Diptera: Culicidae) in the Paraná River, São Paulo, Brazil. Journal of Tropical Medicine, 2012. https://doi.org/10.1155/2012/598789
268;2003;Segura, M. de N. de O., Monteiro, H. A. de O., Lopes, E. da S., Silva, O. V. da, Castro, F. C., & Vasconcelos, P. F. da C. (2003). Encontro de Aedes albopictus no Estado do Pará, Brasil. Rev. Saúde Pública, 37(3), 388–389. http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102003000300020&lng=pt&nrm=iso&tlng=pt
269;2008;Alencar, J., Dégallier, N., Hannart, A., dos Santos Silva, J., Pacheco, J. B., & Guimarães, A. É. (2008). Circadian and seasonal preferences for hematophagy among Haemagogus capricornii, Hg. janthinomys, and Hg. leucocelaenus (Diptera: Culicidae) in different regions of Brazil. Journal of Vector Ecology, 33(2), 389–392. https://doi.org/10.3376/1081-1710-33.2.389
270;2010;Tubaki, R. M., De Menezes, R. M. T., Vesgueiro, F. T., & Cardoso, R. P. (2010). Observations on Haemagogus janthinomys Dyar (Diptera: Culicidae) and other mosquito populations within tree holes in a gallery forest in the Northwestern Region of Sao Paulo State, Brazil. Neotropical Entomology, 39(4), 664–670. https://doi.org/10.1590/S1519-566X2010000400030
271;2016;Barbosa, L. M. C., Souto, R. N. P., dos Anjos Ferreira, R. M., & Scarpassa, V. M. (2016). Behavioral patterns, parity rate and natural infection analysis in anopheline species involved in the transmission of malaria in the northeastern Brazilian Amazon region. Acta Tropica, 164, 216–225. https://doi.org/10.1016/j.actatropica.2016.09.018
272;2021;Ferreira, L. M., Rezende, H. R., Buery, J. C., da Silva, L. S., Figueiredo, T. C. C., Fux, B., de Castro Duarte, A. M. R., & Cerutti Junior, C. (2021). Residual malaria of Atlantic Forest systems and the influence of anopheline fauna. Parasitology Research, 120(8), 2759–2767. https://doi.org/10.1007/s00436-021-07238-0
273;1998;Lounibos, L. P., Wilkerson, R. C., Conn, J. E., Hribar, L. J., Fritz, G. N., & Danoff-Burg, J. A. (1998). Morphological, Molecular, and Chromosomal Discrimination of Cryptic Anopheles (Nyssorhynchus) (Diptera: Culicidae) from South America. Journal of Medical Entomology, 35(5), 830–838. https://doi.org/10.1093/jmedent/35.5.830
274;2021;Demari-Silva, B., Laporta, G. Z., de Oliveira, T. M. P., & Sallum, M. A. M. (2021). Evidence of Elevational Speciation in Kerteszia cruzii (Diptera: Culicidae) in the Ribeira Valley, São Paulo, Brazil. Frontiers in Ecology and Evolution, 9(July), 1–10. https://doi.org/10.3389/fevo.2021.707642
275;2021;Saraiva, J. F., & Scarpassa, V. M. (2021). Anopheles (Nyssorhynchus) tadei: A new species of the Oswaldoi-konderi complex (Diptera, Anophelinae) and its morphological and molecular distinctions from An. konderi sensu stricto. Acta Tropica, 221(March). https://doi.org/10.1016/j.actatropica.2021.106004
276;2021;de Mello, C. F., & Alencar, J. (2021). Dispersion pattern of Mansonia in the surroundings of the Amazon Jirau Hydroelectric Power Plant. Scientific Reports, 11(1), 1–7. https://doi.org/10.1038/s41598-021-03682-1
277;2021;Alencar, J., de Mello, C. F., Leite, P. J., Bastos, A. Q., Silva, S. O. F., Serdeiro, M., dos Santos Silva, J., & Müller, G. A. (2021). Oviposition activity of Haemagogus leucocelaenus (Diptera: Culicidae) during the rainy and dry seasons, in areas with yellow fever virus circulation in the Atlantic Forest, Rio de Janeiro, Brazil. PLoS ONE, 16(12 December), 1–11. https://doi.org/10.1371/journal.pone.0261283
278;1992;Lourenço-de-Oliveira, R., Motta, M. de A., & de Castro, M. G. (1992). Wyeomyia staminifera, a new species of mosquito from Brazil (Diptera: Culicidae). Memorias Do Instituto Oswaldo Cruz, 87(1), 115–121.
279;2012;Marchi, M. J., Pereira, P. A., De Menezes, R. M. T., & Tubaki, R. M. (2012). New records of mosquitoes carrying dermatobia hominis eggs in the state of São Paulo, southeastern Brazil. Journal of the American Mosquito Control Association, 28(2), 116–118. https://doi.org/10.2987/12-6222R.1
280;2012;Correia, J. C., Barbosa, R. M. R., Oliveira, C. M. F. de, & Albuquerque, C. M. R. de. (2012). Residential characteristics aggravating infestation by Culex quinquefasciatus in a region of Northeastern Brazil TT  - Características agravantes por infestação residencial de Culex quinquefasciatus, em Olinda, PE TT  - Características agravantes por infe. Rev. Saúde Pública, 46(6), 935–942. http://www.scielosp.org/pdf/rsp/v46n6/ao4112.pdf
281;2012;Marcondes, C. B., Müller, G. A., Santos-Mallet, J., Alencar, J., Sarmento, J. S., Dos Santos, C. B., & Rezende, H. R. (2012). Scanning electron microscopy of eggs of Ochlerotatus taeniorhynchus (Diptera: Culicidae, Aedini). Zootaxa, 80(3509), 77–80. https://doi.org/10.11646/zootaxa.3509.1.5
282;2013;Medeiros-sousa, A. R., Ceretti-junior, W., & Urbinatti, P. R. (2013). Biodiversidade de mosquitos (Diptera?: Culicidae) nos parques da cidade de São Paulo. Biota Neotropica, 13(1).
283;2010;de Carvalho-Leandro, D., Ribeiro, A. L. M., Rodrigues, J. S. V., de Albuquerque, C. M. R., Acel, A. M., Leal-Santos, F. A., Leite, D. P., & Miyazaki, R. D. (2010). Temporal distribution of Aedes aegypti Linnaeus (Diptera, Culicidae), in a Hospital in Cuiaba, State of Mato Grosso, Brazil. Revista Brasileira de Entomologia, 54(4), 701–706. https://doi.org/10.1590/S0085-56262010000400025
284;2011;Lima, E. P., Paiva, M. H. S., De Arúajo, A. P., Da Silva, É. V. G., Da Silva, U. M., De Oliveira, L. N., Santana, A. E. G., Barbosa, C. N., De Paiva Neto, C. C., Goulart, M. O., Wilding, C. S., Ayres, C. F. J., & De Melo Santos, M. A. V. (2011). Insecticide resistance in Aedes aegypti populations from Cearáe, Brazil. Parasites and Vectors, 4(1), 1–12. https://doi.org/10.1186/1756-3305-4-5
285;2011;de Souza, R. P., Petrella, S., Coimbra, T. L. M., Maeda, A. Y., Rocco, I. M., Bisordi, I., Silveira, V. R., Pereira, L. E., Suzuki, A., Santos Silva, S. J. Dos, Silva, F. G., Salvador, F. S., Tubaki, R. M., Menezes, R. T., Pereira, M., Bergo, E. S., Hoffmann, R. C., Spinola, R. M. F., Tengan, C. H., & Siciliano, M. M. (2011). Isolation of yellow fever virus (YFV) from naturally infected Haemagogus (Conopostegus) leucocelaenus (Diptera, Culicidae) in São paulo state, Brazil, 2009. Revista Do Instituto de Medicina Tropical de Sao Paulo, 53(3), 133–139. https://doi.org/10.1590/S0036-46652011000300004
286;2011;Steffler, L. M., Marteis, L. S., Dolabella, S. S., de Holanda Cavalcanti, S. C., & la Corte dos Santos, R. (2011). Risk of dengue occurrence based on the capture of gravid aedes aegypti females using mosquiTRAP. Memorias Do Instituto Oswaldo Cruz, 106(3), 365–367. https://doi.org/10.1590/S0074-02762011000300018
287;2011;Silvério, E. de C., & Urbinatti, P. R. (2011). The presence of mosquitoes (diptera: Culicidae) in flood containment reservoirs in the eastern region of the city of são paulo, Brazil. Revista Da Sociedade Brasileira de Medicina Tropical, 44(4), 504–507. https://doi.org/10.1590/S0037-86822011000400020
288;2011;Pinto, D. M., Ribeiro, P. B., & Vianna, E. E. S. (2011). Culicídeos associados a bovinos de leite, no sul do Rio Grande do Sul, Brasil. Arquivo Brasileiro de Medicina Veterinaria e Zootecnia, 63(5), 1251–1254. https://doi.org/10.1590/S0102-09352011000500031
289;2012;de Souza, A. S., Couri, M. S., & Florindo, L. (2012). The impact of industrial anthropization on mosquito (Diptera, Culicidae) communities in mangrove areas of Guanabara Bay (Rio de Janeiro, Brazil). Neotropical Entomology, 41(1), 68–73. https://doi.org/10.1007/s13744-011-0010-z
290;2008;Maciel-de-Freitas, R., Peres, R. C., Alves, F., & Brandolini, M. B. (2008). Mosquito traps designed to capture Aedes aegypti (Diptera: Culicidae) females: Preliminary comparison of Adultrap, MosquiTRAP and backpack aspirator efficiency in a dengue-endemic area of Brazil. Memorias Do Instituto Oswaldo Cruz, 103(6), 602–605. https://doi.org/10.1590/S0074-02762008000600016
291;2012;Cardoso, J. D. C., Bergo, E. S., Oliveira, T. M. P., Sant’Ana, D. C., Motoki, M. T., & Sallum, M. A. M. (2012). New records of anopheles homunculus in central and Serra do Mar biodiversity corridors of the Atlantic Forest, Brazil. Journal of the American Mosquito Control Association, 28(1), 1–5. https://doi.org/10.2987/11-6205.1
292;2009;Marassa, A. M., Paula, M. B., Gomes, A. C., & Consales, C. A. (2009). Biotin/avidin sandwich enzyme-linked immunosorbent assay with specific human isotypes IgG1 and IgG4 for Culicidae mosquito blood meal identification, from an epizootic yellow fever area of Rio Grande do Sul, Brazil. Journal of Venom Animal Toxins Including Tropical Diseases, 15(4), 696–709.
293;2010;Santos, L. M., Gama, R. A., Eiras, A. E., & Fonseca, C. G. (2010). Genetic differences based on AFLP markers in the mosquito species Anopheles darlingi collected in versus near houses in the region of Porto Velho, RO, Brazil. Genetics and Molecular Research?: GMR, 9(4), 2254–2262. https://doi.org/10.4238/vol9-4gmr994
294;2010;Lorosa, E. S., Faria, M. S., De Oliveira, L. C. M., Alencar, J., & Marcondes, C. B. (2010). Blood meal identification of selected mosquitoes in Rio de Janeiro, Brazil. Journal of the American Mosquito Control Association, 26(1), 18–23. https://doi.org/10.2987/09-5914.1
295;2010;Barbosa, A. A. C., Fávaro, E. A., Mondini, A., Dibo, M. R., & Chiaravalloti Neto, F. (2010). Evaluation of oviposition traps as an entomological surveillance method for Aedes aegypti (Diptera, Culicidae). Revista Brasileira de Entomologia, 54(2), 328–331. https://doi.org/10.1590/s0085-56262010000200017
296;2007;Gama, R. A., Andrade, A. J. de, Andrade, M. R. de, Resende, M. C. de, & Eiras, Á. E. (2007). Avaliação da armadilha HP iscada com diferentes taxas de liberação de octenol na captura de anofelinos (Diptera: Culicidae) em Brejo do Mutambal, Município de Varzelândia, Estado de Minas Gerais. Revista Da Sociedade Brasileira de Medicina Tropical, 40(4), 408–410. https://doi.org/10.1590/s0037-86822007000400007
297;2007;Barata, E. A. M. de F., Chiaravalloti Neto, F., Dibo, M. R., Macoris, M. de L. G., Barbosa, A. A. C., Natal, D., Barata, J. M. S., & Andriguetti, M. T. M. (2007). Captura de culicídeos em área urbana: avaliação do método das caixas de repouso. Revista de Saúde Pública, 41(3), 375–382. https://doi.org/10.1590/s0034-89102007000300008
298;2007;Honório, N. A., De Barros, F. S. M., Tsouris, P., & Rosa-Freitas, M. G. (2007). Occurrence of Toxorhynchites guadeloupensis (Dyar & Knab) in oviposition trap of Aedes aegypti (L.) (Diptera: Culicidae). Neotropical Entomology, 36(5), 809–811. https://doi.org/10.1590/S1519-566X2007000500025
299;2008;"Paduan, K. dos S., & Ribolla, P. E. M. (2008). Mitochondrial DNA polymorphism and heteroplasmy in populations of aedes aegypti in Brazil. Journal of Medical Entomology, 45(1), 59–67. https://doi.org/10.1603/0022-2585(2008)45[59:MDPAHI]2.0.CO;2"
300;2008;Senise, L. V., & Sallum, M. A. M. (2008). Redescription of Culex (Culex) dolosus (Lynch Arribálzaga) (Diptera: Culicidae), based on specimens from Pico do Itapeva, Serra da Mantiqueira, São Paulo, Brazil. Zootaxa, 1683, 51–62. https://doi.org/10.11646/zootaxa.1683.1.4
301;2008;Da Rocha, J. A. M., De Oliveira, S. B., Póvoa, M. M., Moreira, L. A., & Krettli, A. U. (2008). Malaria vectors in areas of Plasmodium falciparum epidemic transmission in the Amazon Region, Brazil. American Journal of Tropical Medicine and Hygiene, 78(6), 872–877. https://doi.org/10.4269/ajtmh.2008.78.872
302;2008;Laporta, G. Z., & Sallum, M. A. M. (2008). Density And Survival Rate of Culex quinquefasciatus at Parque Ecológico do Tietê, São Paulo, Brazil. Journal of the American Mosquito Control Association, 24(1), 21–27. https://doi.org/10.2987/5664.1
303;2017;Abad-Franch, F., Zamora-Perea, E., & Luz, S. L. B. (2017). Mosquito-Disseminated Insecticide for Citywide Vector Control and its Potential to Block Arbovirus Epidemics: Entomological Observations and Modeling Results from Amazonian Brazil. PLoS Medicine, 14(1), 1–22. https://doi.org/10.1371/journal.pmed.1002213
304;2018;Araki, A. S., Maia, D. A., Gil-Santana, H. R., De Mello, C. F., Martins, A. D. J., Alencar, J., & Savage, H. (2018). Variation in mitochondrial cytochrome C Oxidase I DNA can successfully identify culex (Melanoconion) Pedroi (Diptera: Culicidae) and Culex (Melanoconion) ribeirensis (Diptera: Culicidae). Journal of Medical Entomology, 54(2), 485–488. https://doi.org/10.1093/jme/tjw197
305;2017;Wilke, A. B. B., Medeiros-Sousa, A. R., Ceretti-Junior, W., & Marrelli, M. T. (2017). Mosquito populations dynamics associated with climate variations. Acta Tropica, 166, 343–350. https://doi.org/10.1016/j.actatropica.2016.10.025
306;2017;Rodrigures, M. S., Batista, E. P., Silva, A. A., Costa, F. M., Neto, V. A. S., & Gil, L. H. S. (2017). Change in Anopheles richness and composition in response to artificial flooding during the creation of the Jirau hydroelectric dam in Porto Velho, Brazil. Malaria Journal, 16(1), 1–7. https://doi.org/10.1186/s12936-017-1738-7
307;2017;Alencar, R. B., Saraiva, J. F., de Oliveira, A. F. J., & Scarpassa, V. M. (2017). First record of anopheles konderi galvão & damasceno (Diptera: Culicidae) carrying eggs of dermatobia hominis (linnaeus Jr.) (diptera: Oestridae), from oriximiná municipality, Pará, Brazil. Revista Da Sociedade Brasileira de Medicina Tropical, 50(3), 388–390. https://doi.org/10.1590/0037-8682-0446-2016
308;2007;Figueiredo, M. A. P., Di Santi, S. M., Manrique, W. G., Gonçalves, L. R., André, M. R., & MacHado, R. Z. (2017). Molecular identification of Plasmodium spp. and blood meal sources of anophelines in environmental reserves on São Luís Island, state of Maranhão, Brazil. Parasites and Vectors, 10(1), 1–9. https://doi.org/10.1186/s13071-017-2133-5
309;2017;Costa-Neta, B. M., da Silva, A. A., Brito, J. M., Moraes, J. L. P., Rebêlo, J. M. M., & Silva, F. S. (2017). Light-Emitting Diode (LED) Traps Improve the Light-Trapping of Anopheline Mosquitoes. Journal of Medical Entomology, 54(6), 1699–1703. https://doi.org/10.1093/JME/TJX148
310;2015;Santos, C. F., & Borges, M. (2015). Impact of livestock on a mosquito community (Diptera: Culicidae) in a Brazilian tropical dry forest. Revista Da Sociedade Brasileira de Medicina Tropical, 48(4), 474–478. https://doi.org/10.1590/0037-8682-0022-2015
311;2015;Chapadense, F. G. G., Fernandes, E. K. K., Lima, J. B. P., Martins, A. J., Silva, L. C., da Rocha, W. T., dos Santos, A. H., & Cravo, P. (2015). Phenotypic and genotypic profile of pyrethroid resistance in populations of the mosquito aedes aegypti from Goiânia, Central West Brazil. Revista Da Sociedade Brasileira de Medicina Tropical, 48(5), 607–609. https://doi.org/10.1590/0037-8682-0046-2015
312;2015;Lorenz, C., Ferraudo, A. S., & Suesdek, L. (2015). Artificial Neural Network applied as a methodology of mosquito species identification. Acta Tropica, 152, 165–169. https://doi.org/10.1016/j.actatropica.2015.09.011
313;2016;Marinho, R. A., Beserra, E. B., Bezerra-Gusmão, M. A., Porto, V. de S., Olinda, R. A., & dos Santos, C. A. C. (2016). Effects of temperature on the life cycle, expansion, and dispersion of Aedes aegypti (Diptera: Culicidae) in three cities in Paraiba, Brazil. Journal of Vector Ecology, 41(1), 1–10. https://doi.org/10.1111/jvec.12187
314;2016;Barbosa, P. P., Guedes, D. R. D., Melo-Santos, M. A. V., Cordeiro, M. T., Acioli, R. V., Batista, C. A. V., Gonçalves, L. S. M., Souza, M. F. M., Araújo, Y. V., Magalhães, F. J. R., Regis, L., & Ayres, C. F. J. (2016). Vector surveillance for dengue virus detection in the archipelago of Fernando de Noronha, Brazil. Journal of Medical Entomology, 53(3), 613–619. https://doi.org/10.1093/jme/tjw034
315;2016;Ferreira, F. C., Rodrigues, R. A., Sato, Y., Borges, M. A. Z., & Braga, É. M. (2016). Searching for putative avian malaria vectors in a Seasonally Dry Tropical Forest in Brazil. Parasites and Vectors, 9(1), 1–12. https://doi.org/10.1186/s13071-016-1865-y
316;2017;Tátila-Ferreira, A., Maia, D. de A., de Abreu, F. V. S., Rodrigues, W. C., & Alencar, J. (2017). Oviposition behavior of Haemagogus leucocelaenus (Diptera: Culicidae), a vector of wild yellow fever in Brazil. Revista Do Instituto de Medicina Tropical de Sao Paulo, 59(January), 2–7. https://doi.org/10.1590/S1678-9946201759060
317;2017;Sanavria, A., Bezerra, C., Electo, É. H., Nogueira, C. R., Maria, S., Thomé, G., Costa, I., Vita, G. F., Eduardo, T., Sanavria, C., Padua, D., & Gaiotte, D. G. (2017). Intelligent monitoring of Aedes aegypti in a rural area of Rio de Janeiro State, Brazil. Revista Do Instituto de Medicina Tropical de Sao Paulo, 59(51), 1–9.
318;2017;De Oliveira, V. C., & De Almeida Neto, L. C. (2017). Ocorrência de Aedes aegypti e Aedes albopictus em bromélias cultivadas no Jardim Botânico Municipal de Bauru, São Paulo, Brasil. Cadernos de Saude Publica, 33(1), 1–7. https://doi.org/10.1590/0102-311x00071016
319;2014;Mendonça, B. A. A., de Sousa, A. C. B., de Souza, A. P., & Scarpassa, V. M. (2014). Temporal genetic structure of major dengue vector Aedes aegypti from Manaus, Amazonas, Brazil. Acta Tropica, 134(1), 80–88. https://doi.org/10.1016/j.actatropica.2014.02.014
320;2014;Kirchgatter, K., Tubaki, R. M., Malafronte, R. dos S., Alves, I. C., Lima, G. F. M. de C., Guimarães, L. de O., Zampaulo, R. de A., & Wunderlich, G. (2014). Anopheles (Kerteszia) cruzii (Diptera: Culicidae) em área peridomiciliar durante transmissão de malária assintomática na Mata Atlântica: Identificação molecular das fontes de repasto sanguíneo indica humanos como hospedeiros intermediários primários. Revista Do Instituto de Medicina Tropical de Sao Paulo, 56(5), 403–409. https://doi.org/10.1590/S0036-46652014000500006
321;2014;Sant’Ana, D. C., de Sá, I. L. R., & Sallum, M. A. M. (2014). Effectiveness of Mosquito Magnet® trap in rural areas in the southeastern tropical Atlantic Forest. Memorias Do Instituto Oswaldo Cruz, 109(8), 1021–1029. https://doi.org/10.1590/0074-02761400297
322;2015;da Cruz, L. C. de T. A., Serra, O. P., Leal-Santos, F. A., Ribeiro, A. L. M., Slhessarenko, R. D., & Santos, M. A. (2015). Natural transovarial transmission of dengue virus 4 in Aedes aegypti from Cuiabá, State of Mato Grosso, Brazil. Revista Da Sociedade Brasileira de Medicina Tropical, 48(1), 18–25. https://doi.org/10.1590/0037-8682-0264-2014
323;2015;Petersen, V., Devicari, M., & Suesdek, L. (2015). High morphological and genetic variabilities of Ochlerotatus scapularis, a potential vector of filarias and arboviruses. Parasites and Vectors, 8(1), 1–9. https://doi.org/10.1186/s13071-015-0740-6
324;2015;Codeço, C. T., Lima, A. W. S., Araújo, S. C., Lima, J. B. P., Maciel-de-Freitas, R., Honório, N. A., Galardo, A. K. R., Braga, I. A., Coelho, G. E., & Valle, D. (2015). Surveillance of Aedes aegypti: Comparison of House Index with Four Alternative Traps. PLoS Neglected Tropical Diseases, 9(2), 1–23. https://doi.org/10.1371/journal.pntd.0003475
325;2015;Paula, M. B. de, Fernandes, A., Medeiros-Sousa, A. R., Ceretti-Júnior, W., Christe, R., Stroebel, R. C., Pedrosa, L., Almeida, R. M. M. de S., Carvalho, G. C. de, Pereira, U. D., Jacintho, M. C. de O., Natal, D., & Marrelli, M. T. (2015). Mosquito (Diptera: Culicidae) fauna in parks in greater São Paulo, Brazil. Biota Neotropica, 15(3), 1–9. https://doi.org/10.1590/1676-0611-bn-2014-0026
326;2013;Bourke, B. P., Oliveira, T. P., Suesdek, L., Bergo, E. S., & Sallum, M. A. M. (2013). A multi-locus approach to barcoding in the Anopheles strodei subgroup (Diptera: Culicidae). Parasites and Vectors, 6(1), 1–16. https://doi.org/10.1186/1756-3305-6-111
327;2013;Regis, L. N., Acioli, R. V., Silveira, J. C., Melo-Santos, M. A. V., Souza, W. V., Ribeiro, C. M. N., da Silva, J. C. S., Monteiro, A. M. V., Oliveira, C. M. F., Barbosa, R. M. R., Braga, C., Rodrigues, M. A. B., Silva, M. G. N. M., Ribeiro, P. J., Bonat, W. H., de Castro Medeiros, L. C., Carvalho, M. S., & Furtado, A. F. (2013). Sustained Reduction of the Dengue Vector Population Resulting from an Integrated Control Strategy Applied in Two Brazilian Cities. PLoS ONE, 8(7). https://doi.org/10.1371/journal.pone.0067682
328;2021;Rodríguez-Olarte, D., Mojica Corzo, J. I., & Taphorn Baechle, D. C. (2021). A new species of Wyeomyia (Diptera: Culicidae) from Heliconia flower bracts in northern South America. Historical Biogeography of Neotropical Freshwater Fishes, 4999(6), 534–552. https://doi.org/10.1525/california/9780520268685.003.0015
329;2021;Silva-Inacio, C. L., & de Fátima Freire de Melo Ximenesa, M. (2021). Haemagogus spegazzinii Brèthes, 1912 (Diptera: Culicidae) in Brazilian semiarid: resistance in eggs and scale color variation in adults. Revista Brasileira de Entomologia, 65(4). https://doi.org/10.1590/1806-9665-RBENT-2021-0078
330;2020;"Maia, D. de A., Bastos, A. Q., Leite, P. J., Gil-Santana, H. R., Silva, J. dos S., & Alencar, J. (2020). Comparative analysis between sampling methods for immature mosquitoes in an Atlantic forest fragment in Brazil. Journal of the American Mosquito Control Association, 36(4), 245–248. https://doi.org/10.1649/0010-065x(2003)057[0114:antfcg]2.0.co;2"
331;2021;Ferraz Lopes, T. B., Amaro, T. R., Silva, B. P., Cyrino Zequi, J. A., Vilas-Bôas, G. T., Navarro da Silva, M. A., Vilas-Boas, B. T., & da Rosa, R. (2021). Genetic study in Aedes (Stegomyia) aegypti (Linnaeus, 1762) from Londrina (Paraná State, Brazil): An approach to population structure and pyrethroid resistance. Revista Brasileira de Entomologia, 65(1). https://doi.org/10.1590/1806-9665-RBENT-2020-0088
332;2021;Pedrosa, M. C., Borges, M. A. Z., Eiras, Á. E., Caldas, S., Cecílio, A. B., Brito, M. F., & Ribeiro, S. P. (2021). Invasion of tropical montane cities by aedes aegypti and aedes albopictus (Diptera: Culicidae) depends on continuous warm winters and suitable urban biotopes. Journal of Medical Entomology, 58(1), 333–342. https://doi.org/10.1093/jme/tjaa135
333;2021;Pereira-Silva, J. W., Ríos-Velásquez, C. M., Lima, G. R. de, Marialva dos Santos, E. F., Belchior, H. C. M., Luz, S. L. B., Naveca, F. G., & Pessoa, F. A. C. (2021). Distribution and diversity of mosquitoes and Oropouche-like virus infection rates in an Amazonian rural settlement. PLoS ONE, 16(2 February), 1–18. https://doi.org/10.1371/journal.pone.0246932
334;2021;da Silva, K. R., da Silva, W. R., Silva, B. P., Arcos, A. N., Ferreira, F. A. da S., Soares-Da-silva, J., Pontes, G. O., Roque, R. A., Tadei, W. P., Navarro-Silva, M. A., & Zequi, J. A. C. (2021). New traps for the capture of Aedes aegypti (Linnaeus) and Aedes albopictus (Skuse) (Diptera: Culicidae) eggs and adults. PLoS Neglected Tropical Diseases, 15(4), 1–16. https://doi.org/10.1371/journal.pntd.0008813
335;2021;Alencar, J., de Mello, C. F., Marcondes, C. B., Guimarães, A. É., Toma, H. K., Bastos, A. Q., Silva, S. O. F., & Machado, S. L. (2021). Natural infection and vertical transmission of zika virus in sylvatic mosquitoes aedes albopictus and haemagogus leucocelaenus from Rio de Janeiro, Brazil. Tropical Medicine and Infectious Disease, 6(2). https://doi.org/10.3390/tropicalmed6020099
336;2020;Rêgo, F. D., De Oliveira, M. A., Carvalho, G. M. D. L., Andrade Filho, J. D., & Johnson, R. (2020). Biodiversity of Hematophagous Diptera (Culicidae and Psychodidae) in a Small Hydroelectric Power Station and Surrounding Area in the State of Minas Gerais, Brazil. Journal of Medical Entomology, 57(1), 312–317. https://doi.org/10.1093/jme/tjz144
337;2020;Rezende, H. R., Romano, C. M., Claro, I. M., Caleiro, G. S., Sabino, E. C., Felix, A. C., Bissoli, J., Hill, S., Faria, N. R., Cardoso da Silva, T. C., Brioschi Santos, A. P., Junior, C. C., & Rachel Vicente, C. (2020). First report of Aedes albopictus infected by Dengue and Zika virus in a rural outbreak in Brazil. PLoS ONE, 15(3), 1–11. https://doi.org/10.1371/journal.pone.0229847
338;2020;Stein, M., Bangher, D. N., Neves, M. S. A. S., & Alvarez, C. N. (2020). Redescription of the female, male, larva and pupa of Sabethes (Sabethoides) glaucodaemon (Dyar & Shannon) (Diptera: Culicidae) and description of the female genitalia. Zootaxa, 4789(2), 589–600. https://doi.org/10.11646/zootaxa.4789.2.12
339;2019;Alencar, J., Gil-Santana, H. R., de Mello, C. F., Marcondes, C. B., & Dos Santos-Mallet, J. R. (2019). Ultrastructure and morphometry of the egg of Coquillettidia albifera (Prado) with illustrations of male genitalia (Diptera: Culicidae). Zootaxa, 4565(1), 145–150. https://doi.org/10.11646/zootaxa.4565.1.13
340;2019;Campos, M., Alonso, D. P., Conn, J. E., Vinetz, J. M., Emerson, K. J., & Ribolla, P. E. M. (2019). Genetic diversity of Nyssorhynchus (Anopheles) darlingi related to biting behavior in western Amazon. Parasites and Vectors, 12(1), 1–9. https://doi.org/10.1186/s13071-019-3498-4
341;2019;Aragão, A. de O., Nunes Neto, J. P., Cruz, A. C. R., Casseb, S. M. M., Cardoso, J. F., da Silva, S. P., & Ishikawa, E. A. Y. (2019). Description and phylogeny of the mitochondrial genome of Sabethes chloropterus, Sabethes glaucodaemon and Sabethes belisarioi (Diptera: Culicidae). Genomics, 111(4), 607–611. https://doi.org/10.1016/j.ygeno.2018.03.016
